ID,Weapon Name,Weapon Type,Affinity,Weapon Type Column,Affinity Column,Default Ash of War,Can Apply Ash of War,Ash of War 1,Ash of War 2,Ash of War 3,Ash of War 4,Ash of War 5,Ash of War 6,Ash of War 7,Ash of War 8,Ash of War 9,Ash of War 10,Ash of War 11,Ash of War 12,Ash of War 13,Ash of War 14,Ash of War 15,Ash of War 16,Ash of War 17,Ash of War 18,Ash of War 19,Ash of War 20,Ash of War 21,Ash of War 22,Ash of War 23,Ash of War 24,Ash of War 25,Ash of War 26,Ash of War 27,Ash of War 28,Ash of War 29,Ash of War 30,Ash of War 31,Ash of War 32,Ash of War 33,Ash of War 34,Ash of War 35,Ash of War 36,Ash of War 37,Ash of War 38,Ash of War 39,Ash of War 40,Ash of War 41,Ash of War 42,Ash of War 43,Ash of War 44,Ash of War 45,Ash of War 46,Ash of War 47,Ash of War 48,Ash of War 49,Ash of War 50,Ash of War 51,Ash of War 52,Ash of War 53,Ash of War 54,Ash of War 55,Ash of War 56
15120400,Butchering Knife,Greataxe,Fire,Z,F,Barbaric Roar,Yes,Lion's Claw,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Wild Strikes,Prelate's Charge,Stormcaller,Sword Dance,Eruption,Earthshaker,Flaming Strike,Vacuum Slice,Storm Stomp,Kick,Flame of the Redmanes,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,,,,,,
15120500,Butchering Knife,Greataxe,Flame Art,Z,G,Barbaric Roar,Yes,Lion's Claw,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Wild Strikes,Prelate's Charge,Stormcaller,Sword Dance,Eruption,Earthshaker,Flaming Strike,Vacuum Slice,Storm Stomp,Kick,Flame of the Redmanes,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,,,,,,
15120600,Butchering Knife,Greataxe,Lightning,Z,H,Barbaric Roar,Yes,Lion's Claw,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Wild Strikes,Stormcaller,Sword Dance,Sacred Blade,Prayerful Strike,Earthshaker,Golden Land,Thunderbolt,Lightning Slash,Vacuum Slice,Storm Stomp,Kick,Lightning Ram,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,
15120700,Butchering Knife,Greataxe,Sacred,Z,I,Barbaric Roar,Yes,Lion's Claw,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Wild Strikes,Stormcaller,Sword Dance,Sacred Blade,Prayerful Strike,Earthshaker,Golden Land,Thunderbolt,Lightning Slash,Vacuum Slice,Storm Stomp,Kick,Lightning Ram,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,
15120800,Butchering Knife,Greataxe,Magic,Z,J,Barbaric Roar,Yes,Lion's Claw,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Wild Strikes,Stormcaller,Sword Dance,Gravitas,Earthshaker,Vacuum Slice,Chilling Mist,Hoarfrost Stomp,Storm Stomp,Kick,Ground Slam,Waves of Darkness,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,,,,,,
15120900,Butchering Knife,Greataxe,Cold,Z,K,Barbaric Roar,Yes,Lion's Claw,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Wild Strikes,Stormcaller,Sword Dance,Gravitas,Earthshaker,Vacuum Slice,Chilling Mist,Hoarfrost Stomp,Storm Stomp,Kick,Ground Slam,Waves of Darkness,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,,,,,,
15121000,Butchering Knife,Greataxe,Poison,Z,L,Barbaric Roar,Yes,Lion's Claw,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Wild Strikes,Stormcaller,Sword Dance,Earthshaker,Vacuum Slice,Poisonous Mist,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15121100,Butchering Knife,Greataxe,Blood,Z,M,Barbaric Roar,Yes,Lion's Claw,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Wild Strikes,Stormcaller,Sword Dance,Earthshaker,Vacuum Slice,Poisonous Mist,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15121200,Butchering Knife,Greataxe,Occult,Z,N,Barbaric Roar,Yes,Lion's Claw,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Wild Strikes,Stormcaller,Sword Dance,Earthshaker,Vacuum Slice,Poisonous Mist,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15130000,Gargoyle's Great Axe,Greataxe,Standard,Z,B,War Cry,Yes,Lion's Claw,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Wild Strikes,Prelate's Charge,Stormcaller,Sword Dance,Sacred Blade,Eruption,Prayerful Strike,Gravitas,Earthshaker,Golden Land,Flaming Strike,Thunderbolt,Lightning Slash,Vacuum Slice,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Waves of Darkness,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,
15130100,Gargoyle's Great Axe,Greataxe,Heavy,Z,C,War Cry,Yes,Lion's Claw,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Wild Strikes,Prelate's Charge,Stormcaller,Sword Dance,Sacred Blade,Eruption,Prayerful Strike,Gravitas,Earthshaker,Golden Land,Flaming Strike,Thunderbolt,Lightning Slash,Vacuum Slice,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Waves of Darkness,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,
15130200,Gargoyle's Great Axe,Greataxe,Keen,Z,D,War Cry,Yes,Lion's Claw,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Wild Strikes,Prelate's Charge,Stormcaller,Sword Dance,Sacred Blade,Eruption,Prayerful Strike,Gravitas,Earthshaker,Golden Land,Flaming Strike,Thunderbolt,Lightning Slash,Vacuum Slice,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Waves of Darkness,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,
15130300,Gargoyle's Great Axe,Greataxe,Quality,Z,E,War Cry,Yes,Lion's Claw,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Wild Strikes,Prelate's Charge,Stormcaller,Sword Dance,Sacred Blade,Eruption,Prayerful Strike,Gravitas,Earthshaker,Golden Land,Flaming Strike,Thunderbolt,Lightning Slash,Vacuum Slice,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Waves of Darkness,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,
15130400,Gargoyle's Great Axe,Greataxe,Fire,Z,F,War Cry,Yes,Lion's Claw,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Wild Strikes,Prelate's Charge,Stormcaller,Sword Dance,Eruption,Earthshaker,Flaming Strike,Vacuum Slice,Storm Stomp,Kick,Flame of the Redmanes,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,,,,,,
15130500,Gargoyle's Great Axe,Greataxe,Flame Art,Z,G,War Cry,Yes,Lion's Claw,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Wild Strikes,Prelate's Charge,Stormcaller,Sword Dance,Eruption,Earthshaker,Flaming Strike,Vacuum Slice,Storm Stomp,Kick,Flame of the Redmanes,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,,,,,,
15130600,Gargoyle's Great Axe,Greataxe,Lightning,Z,H,War Cry,Yes,Lion's Claw,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Wild Strikes,Stormcaller,Sword Dance,Sacred Blade,Prayerful Strike,Earthshaker,Golden Land,Thunderbolt,Lightning Slash,Vacuum Slice,Storm Stomp,Kick,Lightning Ram,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,
15130700,Gargoyle's Great Axe,Greataxe,Sacred,Z,I,War Cry,Yes,Lion's Claw,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Wild Strikes,Stormcaller,Sword Dance,Sacred Blade,Prayerful Strike,Earthshaker,Golden Land,Thunderbolt,Lightning Slash,Vacuum Slice,Storm Stomp,Kick,Lightning Ram,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,
15130800,Gargoyle's Great Axe,Greataxe,Magic,Z,J,War Cry,Yes,Lion's Claw,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Wild Strikes,Stormcaller,Sword Dance,Gravitas,Earthshaker,Vacuum Slice,Chilling Mist,Hoarfrost Stomp,Storm Stomp,Kick,Ground Slam,Waves of Darkness,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,,,,,,
15130900,Gargoyle's Great Axe,Greataxe,Cold,Z,K,War Cry,Yes,Lion's Claw,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Wild Strikes,Stormcaller,Sword Dance,Gravitas,Earthshaker,Vacuum Slice,Chilling Mist,Hoarfrost Stomp,Storm Stomp,Kick,Ground Slam,Waves of Darkness,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,,,,,,
15131000,Gargoyle's Great Axe,Greataxe,Poison,Z,L,War Cry,Yes,Lion's Claw,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Wild Strikes,Stormcaller,Sword Dance,Earthshaker,Vacuum Slice,Poisonous Mist,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15131100,Gargoyle's Great Axe,Greataxe,Blood,Z,M,War Cry,Yes,Lion's Claw,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Wild Strikes,Stormcaller,Sword Dance,Earthshaker,Vacuum Slice,Poisonous Mist,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15131200,Gargoyle's Great Axe,Greataxe,Occult,Z,N,War Cry,Yes,Lion's Claw,Spinning Slash,Stamp (Upward Cut),Stamp (Sweep),Wild Strikes,Stormcaller,Sword Dance,Earthshaker,Vacuum Slice,Poisonous Mist,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Troll's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15140000,Gargoyle's Black Axe,Greataxe,-,Z,AW,War Cry,No,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16000000,Short Spear,Spear,Standard,AD,B,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Loretta's Slash,Spinning Weapon,Storm Assault,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Ice Spear,Glintstone Pebble,Gravitas,Flaming Strike,Thunderbolt,Black Flame Tornado,Sacred Ring of Light,Phantom Slash,Spectral Lance,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,
16000100,Short Spear,Spear,Heavy,AD,C,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Loretta's Slash,Spinning Weapon,Storm Assault,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Ice Spear,Glintstone Pebble,Gravitas,Flaming Strike,Thunderbolt,Black Flame Tornado,Sacred Ring of Light,Phantom Slash,Spectral Lance,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,
16000200,Short Spear,Spear,Keen,AD,D,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Loretta's Slash,Spinning Weapon,Storm Assault,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Ice Spear,Glintstone Pebble,Gravitas,Flaming Strike,Thunderbolt,Black Flame Tornado,Sacred Ring of Light,Phantom Slash,Spectral Lance,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,
16000300,Short Spear,Spear,Quality,AD,E,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Loretta's Slash,Spinning Weapon,Storm Assault,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Ice Spear,Glintstone Pebble,Gravitas,Flaming Strike,Thunderbolt,Black Flame Tornado,Sacred Ring of Light,Phantom Slash,Spectral Lance,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,
16000400,Short Spear,Spear,Fire,AD,F,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Flaming Strike,Black Flame Tornado,Phantom Slash,Storm Stomp,Kick,Flame of the Redmanes,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,,,,,,
16000500,Short Spear,Spear,Flame Art,AD,G,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Flaming Strike,Black Flame Tornado,Phantom Slash,Storm Stomp,Kick,Flame of the Redmanes,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,,,,,,
16000600,Short Spear,Spear,Lightning,AD,H,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Sacred Blade,Thunderbolt,Sacred Ring of Light,Phantom Slash,Storm Stomp,Kick,Lightning Ram,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,
16000700,Short Spear,Spear,Sacred,AD,I,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Sacred Blade,Thunderbolt,Sacred Ring of Light,Phantom Slash,Storm Stomp,Kick,Lightning Ram,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,
16000800,Short Spear,Spear,Magic,AD,J,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Repeating Thrust,Spinning Strikes,Giant Hunt,Loretta's Slash,Spinning Weapon,Storm Assault,Stormcaller,Sword Dance,Glintblade Phalanx,Ice Spear,Glintstone Pebble,Gravitas,Phantom Slash,Chilling Mist,Hoarfrost Stomp,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,
16000900,Short Spear,Spear,Cold,AD,K,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Repeating Thrust,Spinning Strikes,Giant Hunt,Loretta's Slash,Spinning Weapon,Storm Assault,Stormcaller,Sword Dance,Glintblade Phalanx,Ice Spear,Glintstone Pebble,Gravitas,Phantom Slash,Chilling Mist,Hoarfrost Stomp,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,
16001000,Short Spear,Spear,Poison,AD,L,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Phantom Slash,Spectral Lance,Poisonous Mist,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,,,,,,,,,,,,,,,
16001100,Short Spear,Spear,Blood,AD,M,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Phantom Slash,Spectral Lance,Poisonous Mist,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,,,,,,,,,,,,,,,
16001200,Short Spear,Spear,Occult,AD,N,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Phantom Slash,Spectral Lance,Poisonous Mist,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,,,,,,,,,,,,,,,
16010000,Spear,Spear,Standard,AD,B,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Loretta's Slash,Spinning Weapon,Storm Assault,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Ice Spear,Glintstone Pebble,Gravitas,Flaming Strike,Thunderbolt,Black Flame Tornado,Sacred Ring of Light,Phantom Slash,Spectral Lance,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,
16010100,Spear,Spear,Heavy,AD,C,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Loretta's Slash,Spinning Weapon,Storm Assault,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Ice Spear,Glintstone Pebble,Gravitas,Flaming Strike,Thunderbolt,Black Flame Tornado,Sacred Ring of Light,Phantom Slash,Spectral Lance,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,
16010200,Spear,Spear,Keen,AD,D,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Loretta's Slash,Spinning Weapon,Storm Assault,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Ice Spear,Glintstone Pebble,Gravitas,Flaming Strike,Thunderbolt,Black Flame Tornado,Sacred Ring of Light,Phantom Slash,Spectral Lance,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,
