Name,Ash Name,Icon,Upgrade,Info 1,Info 2,Caption,FP Cost,HP Cost,HP,Defense,Standard Negation,Slash Negation,Strike Negation,Pierce Negation,Magic Negation,Fire Negation,Lightning Negation,Holy Negation,Poison,Rot,Blood,Frost,Sleep,Madness,Death Blight,Upgrade Type,Upgrade Cost,Drop Type,Achievement,NPC ID,ReinforcementSpEffect ID,ID,Ash ID,Icon ID,Sort Group ID,Sort ID
Ancestral Follower Ashes +10,Ancestral Follower Ashes,#REF!,10,Summons ancestral follower spirit,Ancestral Follower,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of an ancestral follower.

A spirit of the horned folk who eschew letters and metalworking. Brawny, and versed in distinctive spiritual arts, this particular tribesman wields a heavy bow.",63,-,"7,356",120,-10,-10,0,-10,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,601,IMMUNE,IMMUNE,Ashes,0,1,No,133600500,290010,209010,209,119,20,55910
Azula Beastman Ashes,Azula Beastman Ashes,#REF!,0,Summons two Azula beastman spirits,Azula Beastmen,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of two Azula beastmen.

Spirits of beastmen from doomed Farum Azula, the slowly crumbling ruins in the skies. These ruins are said to be the remains of a giant mausoleum enshrining an ancient dragon, guarded by chosen beastmen who wield weapons clad in lightning.",102,-,646,100,0,-10,0,0,0,-20,20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,168,IMMUNE,IMMUNE,Ashes,910,1,No,139701100,290000,230000,230,451,20,56000
Azula Beastman Ashes +1,Azula Beastman Ashes,#REF!,1,Summons two Azula beastman spirits,Azula Beastmen,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of two Azula beastmen.

Spirits of beastmen from doomed Farum Azula, the slowly crumbling ruins in the skies. These ruins are said to be the remains of a giant mausoleum enshrining an ancient dragon, guarded by chosen beastmen who wield weapons clad in lightning.",102,-,828,102,0,-10,0,0,0,-20,20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,170,IMMUNE,IMMUNE,Ashes,1274,1,No,139701100,290001,230001,230,451,20,56001
Azula Beastman Ashes +2,Azula Beastman Ashes,#REF!,2,Summons two Azula beastman spirits,Azula Beastmen,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of two Azula beastmen.

Spirits of beastmen from doomed Farum Azula, the slowly crumbling ruins in the skies. These ruins are said to be the remains of a giant mausoleum enshrining an ancient dragon, guarded by chosen beastmen who wield weapons clad in lightning.",102,-,"1,171",105,0,-10,0,0,0,-20,20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,173,IMMUNE,IMMUNE,Ashes,1638,1,No,139701100,290002,230002,230,451,20,56002
Azula Beastman Ashes +3,Azula Beastman Ashes,#REF!,3,Summons two Azula beastman spirits,Azula Beastmen,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of two Azula beastmen.

Spirits of beastmen from doomed Farum Azula, the slowly crumbling ruins in the skies. These ruins are said to be the remains of a giant mausoleum enshrining an ancient dragon, guarded by chosen beastmen who wield weapons clad in lightning.",102,-,"1,464",107,0,-10,0,0,0,-20,20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,176,IMMUNE,IMMUNE,Ashes,2002,1,No,139701100,290003,230003,230,451,20,56003
Azula Beastman Ashes +4,Azula Beastman Ashes,#REF!,4,Summons two Azula beastman spirits,Azula Beastmen,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of two Azula beastmen.

Spirits of beastmen from doomed Farum Azula, the slowly crumbling ruins in the skies. These ruins are said to be the remains of a giant mausoleum enshrining an ancient dragon, guarded by chosen beastmen who wield weapons clad in lightning.",102,-,"1,554",109,0,-10,0,0,0,-20,20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,178,IMMUNE,IMMUNE,Ashes,2366,1,No,139701100,290004,230004,230,451,20,56004
Azula Beastman Ashes +5,Azula Beastman Ashes,#REF!,5,Summons two Azula beastman spirits,Azula Beastmen,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of two Azula beastmen.

Spirits of beastmen from doomed Farum Azula, the slowly crumbling ruins in the skies. These ruins are said to be the remains of a giant mausoleum enshrining an ancient dragon, guarded by chosen beastmen who wield weapons clad in lightning.",102,-,"1,736",110,0,-10,0,0,0,-20,20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,179,IMMUNE,IMMUNE,Ashes,2730,1,No,139701100,290005,230005,230,451,20,56005
Azula Beastman Ashes +6,Azula Beastman Ashes,#REF!,6,Summons two Azula beastman spirits,Azula Beastmen,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of two Azula beastmen.

Spirits of beastmen from doomed Farum Azula, the slowly crumbling ruins in the skies. These ruins are said to be the remains of a giant mausoleum enshrining an ancient dragon, guarded by chosen beastmen who wield weapons clad in lightning.",102,-,"2,100",111,0,-10,0,0,0,-20,20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,181,IMMUNE,IMMUNE,Ashes,3094,1,No,139701100,290006,230006,230,451,20,56006
Azula Beastman Ashes +7,Azula Beastman Ashes,#REF!,7,Summons two Azula beastman spirits,Azula Beastmen,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of two Azula beastmen.

Spirits of beastmen from doomed Farum Azula, the slowly crumbling ruins in the skies. These ruins are said to be the remains of a giant mausoleum enshrining an ancient dragon, guarded by chosen beastmen who wield weapons clad in lightning.",102,-,"2,665",114,0,-10,0,0,0,-20,20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,184,IMMUNE,IMMUNE,Ashes,3458,1,No,139701100,290007,230007,230,451,20,56007
Azula Beastman Ashes +8,Azula Beastman Ashes,#REF!,8,Summons two Azula beastman spirits,Azula Beastmen,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of two Azula beastmen.

Spirits of beastmen from doomed Farum Azula, the slowly crumbling ruins in the skies. These ruins are said to be the remains of a giant mausoleum enshrining an ancient dragon, guarded by chosen beastmen who wield weapons clad in lightning.",102,-,"3,543",117,0,-10,0,0,0,-20,20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,187,IMMUNE,IMMUNE,Ashes,3822,1,No,139701100,290008,230008,230,451,20,56008
Azula Beastman Ashes +9,Azula Beastman Ashes,#REF!,9,Summons two Azula beastman spirits,Azula Beastmen,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of two Azula beastmen.

Spirits of beastmen from doomed Farum Azula, the slowly crumbling ruins in the skies. These ruins are said to be the remains of a giant mausoleum enshrining an ancient dragon, guarded by chosen beastmen who wield weapons clad in lightning.",102,-,"4,240",118,0,-10,0,0,0,-20,20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,188,IMMUNE,IMMUNE,Ashes,4550,1,No,139701100,290009,230009,230,451,20,56009
Azula Beastman Ashes +10,Azula Beastman Ashes,#REF!,10,Summons two Azula beastman spirits,Azula Beastmen,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of two Azula beastmen.

Spirits of beastmen from doomed Farum Azula, the slowly crumbling ruins in the skies. These ruins are said to be the remains of a giant mausoleum enshrining an ancient dragon, guarded by chosen beastmen who wield weapons clad in lightning.",102,-,"4,441",120,0,-10,0,0,0,-20,20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,200,IMMUNE,IMMUNE,Ashes,0,1,No,139701100,290010,230010,230,451,20,56010
Man-Serpent Ashes,Man-Serpent Ashes,#REF!,0,Summons man-serpent spirit,Man-Serpent,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a man-serpent.

Spirit of a deformed man-serpent that wields a whip of magma.
It is said that long ago, the elder serpent that dwelled on Mt. Gelmir devoured a demigod, and the birth of the man-serpents followed.",62,-,"1,037",100,0,-10,10,-10,0,20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,126,IMMUNE,IMMUNE,Ashes,660,1,No,139501000,290000,229000,229,137,20,56100
Man-Serpent Ashes +1,Man-Serpent Ashes,#REF!,1,Summons man-serpent spirit,Man-Serpent,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a man-serpent.

Spirit of a deformed man-serpent that wields a whip of magma.
It is said that long ago, the elder serpent that dwelled on Mt. Gelmir devoured a demigod, and the birth of the man-serpents followed.",62,-,"1,328",102,0,-10,10,-10,0,20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,128,IMMUNE,IMMUNE,Ashes,924,1,No,139501000,290001,229001,229,137,20,56101
Man-Serpent Ashes +2,Man-Serpent Ashes,#REF!,2,Summons man-serpent spirit,Man-Serpent,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a man-serpent.

Spirit of a deformed man-serpent that wields a whip of magma.
It is said that long ago, the elder serpent that dwelled on Mt. Gelmir devoured a demigod, and the birth of the man-serpents followed.",62,-,"1,880",105,0,-10,10,-10,0,20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,130,IMMUNE,IMMUNE,Ashes,1188,1,No,139501000,290002,229002,229,137,20,56102
Man-Serpent Ashes +3,Man-Serpent Ashes,#REF!,3,Summons man-serpent spirit,Man-Serpent,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a man-serpent.

Spirit of a deformed man-serpent that wields a whip of magma.
It is said that long ago, the elder serpent that dwelled on Mt. Gelmir devoured a demigod, and the birth of the man-serpents followed.",62,-,"2,350",107,0,-10,10,-10,0,20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,132,IMMUNE,IMMUNE,Ashes,1452,1,No,139501000,290003,229003,229,137,20,56103
Man-Serpent Ashes +4,Man-Serpent Ashes,#REF!,4,Summons man-serpent spirit,Man-Serpent,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a man-serpent.

Spirit of a deformed man-serpent that wields a whip of magma.
It is said that long ago, the elder serpent that dwelled on Mt. Gelmir devoured a demigod, and the birth of the man-serpents followed.",62,-,"2,495",109,0,-10,10,-10,0,20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,133,IMMUNE,IMMUNE,Ashes,1716,1,No,139501000,290004,229004,229,137,20,56104
Man-Serpent Ashes +5,Man-Serpent Ashes,#REF!,5,Summons man-serpent spirit,Man-Serpent,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a man-serpent.

Spirit of a deformed man-serpent that wields a whip of magma.
It is said that long ago, the elder serpent that dwelled on Mt. Gelmir devoured a demigod, and the birth of the man-serpents followed.",62,-,"2,787",110,0,-10,10,-10,0,20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,134,IMMUNE,IMMUNE,Ashes,1980,1,No,139501000,290005,229005,229,137,20,56105
Man-Serpent Ashes +6,Man-Serpent Ashes,#REF!,6,Summons man-serpent spirit,Man-Serpent,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a man-serpent.

Spirit of a deformed man-serpent that wields a whip of magma.
It is said that long ago, the elder serpent that dwelled on Mt. Gelmir devoured a demigod, and the birth of the man-serpents followed.",62,-,"3,370",111,0,-10,10,-10,0,20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,135,IMMUNE,IMMUNE,Ashes,2244,1,No,139501000,290006,229006,229,137,20,56106
Man-Serpent Ashes +7,Man-Serpent Ashes,#REF!,7,Summons man-serpent spirit,Man-Serpent,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a man-serpent.

Spirit of a deformed man-serpent that wields a whip of magma.
It is said that long ago, the elder serpent that dwelled on Mt. Gelmir devoured a demigod, and the birth of the man-serpents followed.",62,-,"4,278",114,0,-10,10,-10,0,20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,138,IMMUNE,IMMUNE,Ashes,2508,1,No,139501000,290007,229007,229,137,20,56107
Man-Serpent Ashes +8,Man-Serpent Ashes,#REF!,8,Summons man-serpent spirit,Man-Serpent,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a man-serpent.

Spirit of a deformed man-serpent that wields a whip of magma.
It is said that long ago, the elder serpent that dwelled on Mt. Gelmir devoured a demigod, and the birth of the man-serpents followed.",62,-,"5,687",117,0,-10,10,-10,0,20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,140,IMMUNE,IMMUNE,Ashes,2772,1,No,139501000,290008,229008,229,137,20,56108
Man-Serpent Ashes +9,Man-Serpent Ashes,#REF!,9,Summons man-serpent spirit,Man-Serpent,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a man-serpent.

Spirit of a deformed man-serpent that wields a whip of magma.
It is said that long ago, the elder serpent that dwelled on Mt. Gelmir devoured a demigod, and the birth of the man-serpents followed.",62,-,"6,806",118,0,-10,10,-10,0,20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,141,IMMUNE,IMMUNE,Ashes,3300,1,No,139501000,290009,229009,229,137,20,56109
Man-Serpent Ashes +10,Man-Serpent Ashes,#REF!,10,Summons man-serpent spirit,Man-Serpent,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a man-serpent.

Spirit of a deformed man-serpent that wields a whip of magma.
It is said that long ago, the elder serpent that dwelled on Mt. Gelmir devoured a demigod, and the birth of the man-serpents followed.",62,-,"7,129",120,0,-10,10,-10,0,20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,150,IMMUNE,IMMUNE,Ashes,0,1,No,139501000,290010,229010,229,137,20,56110
Crystalian Ashes,Crystalian Ashes,#REF!,0,Summons Crystalian spirit,Crystalian,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a Crystalian.

Spirit that wields round crystalline blades, both big and small. Its sturdy body, itself hewn from crystal long ago, is hard enough to blunt its opponent's blades, but blows from bludgeoning weapons can shatter it easily.",101,-,933,100,10,35,10,35,40,40,40,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Ashes,900,1,No,133500000,290000,208000,208,118,20,56200
Crystalian Ashes +1,Crystalian Ashes,#REF!,1,Summons Crystalian spirit,Crystalian,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a Crystalian.

Spirit that wields round crystalline blades, both big and small. Its sturdy body, itself hewn from crystal long ago, is hard enough to blunt its opponent's blades, but blows from blunt weapons can shatter it easily.",101,-,"1,195",102,10,35,10,35,40,40,40,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Ashes,1260,1,No,133500000,290001,208001,208,118,20,56201
Crystalian Ashes +2,Crystalian Ashes,#REF!,2,Summons Crystalian spirit,Crystalian,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a Crystalian.

Spirit that wields round crystalline blades, both big and small. Its sturdy body, itself hewn from crystal long ago, is hard enough to blunt its opponent's blades, but blows from blunt weapons can shatter it easily.",101,-,"1,692",105,10,35,10,35,40,40,40,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Ashes,1620,1,No,133500000,290002,208002,208,118,20,56202
Crystalian Ashes +3,Crystalian Ashes,#REF!,3,Summons Crystalian spirit,Crystalian,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a Crystalian.

Spirit that wields round crystalline blades, both big and small. Its sturdy body, itself hewn from crystal long ago, is hard enough to blunt its opponent's blades, but blows from blunt weapons can shatter it easily.",101,-,"2,114",107,10,35,10,35,40,40,40,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Ashes,1980,1,No,133500000,290003,208003,208,118,20,56203
Crystalian Ashes +4,Crystalian Ashes,#REF!,4,Summons Crystalian spirit,Crystalian,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a Crystalian.

Spirit that wields round crystalline blades, both big and small. Its sturdy body, itself hewn from crystal long ago, is hard enough to blunt its opponent's blades, but blows from blunt weapons can shatter it easily.",101,-,"2,245",109,10,35,10,35,40,40,40,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Ashes,2340,1,No,133500000,290004,208004,208,118,20,56204
Crystalian Ashes +5,Crystalian Ashes,#REF!,5,Summons Crystalian spirit,Crystalian,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a Crystalian.

Spirit that wields round crystalline blades, both big and small. Its sturdy body, itself hewn from crystal long ago, is hard enough to blunt its opponent's blades, but blows from blunt weapons can shatter it easily.",101,-,"2,508",110,10,35,10,35,40,40,40,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Ashes,2700,1,No,133500000,290005,208005,208,118,20,56205
Crystalian Ashes +6,Crystalian Ashes,#REF!,6,Summons Crystalian spirit,Crystalian,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a Crystalian.

Spirit that wields round crystalline blades, both big and small. Its sturdy body, itself hewn from crystal long ago, is hard enough to blunt its opponent's blades, but blows from blunt weapons can shatter it easily.",101,-,"3,032",111,10,35,10,35,40,40,40,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Ashes,3060,1,No,133500000,290006,208006,208,118,20,56206
Crystalian Ashes +7,Crystalian Ashes,#REF!,7,Summons Crystalian spirit,Crystalian,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a Crystalian.

Spirit that wields round crystalline blades, both big and small. Its sturdy body, itself hewn from crystal long ago, is hard enough to blunt its opponent's blades, but blows from blunt weapons can shatter it easily.",101,-,"3,849",114,10,35,10,35,40,40,40,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Ashes,3420,1,No,133500000,290007,208007,208,118,20,56207
Crystalian Ashes +8,Crystalian Ashes,#REF!,8,Summons Crystalian spirit,Crystalian,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a Crystalian.

Spirit that wields round crystalline blades, both big and small. Its sturdy body, itself hewn from crystal long ago, is hard enough to blunt its opponent's blades, but blows from blunt weapons can shatter it easily.",101,-,"5,117",117,10,35,10,35,40,40,40,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Ashes,3780,1,No,133500000,290008,208008,208,118,20,56208
Crystalian Ashes +9,Crystalian Ashes,#REF!,9,Summons Crystalian spirit,Crystalian,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a Crystalian.

Spirit that wields round crystalline blades, both big and small. Its sturdy body, itself hewn from crystal long ago, is hard enough to blunt its opponent's blades, but blows from blunt weapons can shatter it easily.",101,-,"6,123",118,10,35,10,35,40,40,40,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Ashes,4500,1,No,133500000,290009,208009,208,118,20,56209
Crystalian Ashes +10,Crystalian Ashes,#REF!,10,Summons Crystalian spirit,Crystalian,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a Crystalian.

Spirit that wields round crystalline blades, both big and small. Its sturdy body, itself hewn from crystal long ago, is hard enough to blunt its opponent's blades, but blows from blunt weapons can shatter it easily.",101,-,"6,414",120,10,35,10,35,40,40,40,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Ashes,0,1,No,133500000,290010,208010,208,118,20,56210
Kindred of Rot Ashes,Kindred of Rot Ashes,#REF!,0,Summons Kindred of Rot spirit,Kindred of Rot,"Ashen remains in which spirits yet dwell.
Use to summon a spirit of the Kindred of Rot.

This spirit takes the form of a crawling pest, its chitinous body making a dry rustling sound.
Attacks enemies by secreting sticky threads.
The Kindred of Rot are the servants of the Goddess of Rot—servants that have been forsaken.",73,-,"1,133",100,0,10,0,0,0,-20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,168,IMMUNE,IMMUNE,Ashes,770,1,No,138100000,290000,224000,224,132,20,56300
Kindred of Rot Ashes +1,Kindred of Rot Ashes,#REF!,1,Summons Kindred of Rot spirit,Kindred of Rot,"Ashen remains in which spirits yet dwell.
Use to summon a spirit of the Kindred of Rot.

This spirit takes the form of a crawling pest, its chitinous body making a dry rustling sound.
Attacks enemies by secreting sticky threads.
The Kindred of Rot are the servants of the Goddess of Rot—servants that have been forsaken.",73,-,"1,451",102,0,10,0,0,0,-20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,170,IMMUNE,IMMUNE,Ashes,1078,1,No,138100000,290001,224001,224,132,20,56301
Kindred of Rot Ashes +2,Kindred of Rot Ashes,#REF!,2,Summons Kindred of Rot spirit,Kindred of Rot,"Ashen remains in which spirits yet dwell.
Use to summon a spirit of the Kindred of Rot.

This spirit takes the form of a crawling pest, its chitinous body making a dry rustling sound.
Attacks enemies by secreting sticky threads.
The Kindred of Rot are the servants of the Goddess of Rot—servants that have been forsaken.",73,-,"2,054",105,0,10,0,0,0,-20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,173,IMMUNE,IMMUNE,Ashes,1386,1,No,138100000,290002,224002,224,132,20,56302
Kindred of Rot Ashes +3,Kindred of Rot Ashes,#REF!,3,Summons Kindred of Rot spirit,Kindred of Rot,"Ashen remains in which spirits yet dwell.
Use to summon a spirit of the Kindred of Rot.

This spirit takes the form of a crawling pest, its chitinous body making a dry rustling sound.
Attacks enemies by secreting sticky threads.
The Kindred of Rot are the servants of the Goddess of Rot—servants that have been forsaken.",73,-,"2,567",107,0,10,0,0,0,-20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,176,IMMUNE,IMMUNE,Ashes,1694,1,No,138100000,290003,224003,224,132,20,56303
Kindred of Rot Ashes +4,Kindred of Rot Ashes,#REF!,4,Summons Kindred of Rot spirit,Kindred of Rot,"Ashen remains in which spirits yet dwell.
Use to summon a spirit of the Kindred of Rot.

This spirit takes the form of a crawling pest, its chitinous body making a dry rustling sound.
Attacks enemies by secreting sticky threads.
The Kindred of Rot are the servants of the Goddess of Rot—servants that have been forsaken.",73,-,"2,726",109,0,10,0,0,0,-20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,178,IMMUNE,IMMUNE,Ashes,2002,1,No,138100000,290004,224004,224,132,20,56304
Kindred of Rot Ashes +5,Kindred of Rot Ashes,#REF!,5,Summons Kindred of Rot spirit,Kindred of Rot,"Ashen remains in which spirits yet dwell.
Use to summon a spirit of the Kindred of Rot.

This spirit takes the form of a crawling pest, its chitinous body making a dry rustling sound.
Attacks enemies by secreting sticky threads.
The Kindred of Rot are the servants of the Goddess of Rot—servants that have been forsaken.",73,-,"3,046",110,0,10,0,0,0,-20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,179,IMMUNE,IMMUNE,Ashes,2310,1,No,138100000,290005,224005,224,132,20,56305
Kindred of Rot Ashes +6,Kindred of Rot Ashes,#REF!,6,Summons Kindred of Rot spirit,Kindred of Rot,"Ashen remains in which spirits yet dwell.
Use to summon a spirit of the Kindred of Rot.

This spirit takes the form of a crawling pest, its chitinous body making a dry rustling sound.
Attacks enemies by secreting sticky threads.
The Kindred of Rot are the servants of the Goddess of Rot—servants that have been forsaken.",73,-,"3,682",111,0,10,0,0,0,-20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,181,IMMUNE,IMMUNE,Ashes,2618,1,No,138100000,290006,224006,224,132,20,56306
Kindred of Rot Ashes +7,Kindred of Rot Ashes,#REF!,7,Summons Kindred of Rot spirit,Kindred of Rot,"Ashen remains in which spirits yet dwell.
Use to summon a spirit of the Kindred of Rot.

This spirit takes the form of a crawling pest, its chitinous body making a dry rustling sound.
Attacks enemies by secreting sticky threads.
The Kindred of Rot are the servants of the Goddess of Rot—servants that have been forsaken.",73,-,"4,674",114,0,10,0,0,0,-20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,184,IMMUNE,IMMUNE,Ashes,2926,1,No,138100000,290007,224007,224,132,20,56307
Kindred of Rot Ashes +8,Kindred of Rot Ashes,#REF!,8,Summons Kindred of Rot spirit,Kindred of Rot,"Ashen remains in which spirits yet dwell.
Use to summon a spirit of the Kindred of Rot.

This spirit takes the form of a crawling pest, its chitinous body making a dry rustling sound.
Attacks enemies by secreting sticky threads.
The Kindred of Rot are the servants of the Goddess of Rot—servants that have been forsaken.",73,-,"6,213",117,0,10,0,0,0,-20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,187,IMMUNE,IMMUNE,Ashes,3234,1,No,138100000,290008,224008,224,132,20,56308
Kindred of Rot Ashes +9,Kindred of Rot Ashes,#REF!,9,Summons Kindred of Rot spirit,Kindred of Rot,"Ashen remains in which spirits yet dwell.
Use to summon a spirit of the Kindred of Rot.

This spirit takes the form of a crawling pest, its chitinous body making a dry rustling sound.
Attacks enemies by secreting sticky threads.
The Kindred of Rot are the servants of the Goddess of Rot—servants that have been forsaken.",73,-,"7,436",118,0,10,0,0,0,-20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,188,IMMUNE,IMMUNE,Ashes,3850,1,No,138100000,290009,224009,224,132,20,56309
Kindred of Rot Ashes +10,Kindred of Rot Ashes,#REF!,10,Summons Kindred of Rot spirit,Kindred of Rot,"Ashen remains in which spirits yet dwell.
Use to summon a spirit of the Kindred of Rot.

This spirit takes the form of a crawling pest, its chitinous body making a dry rustling sound.
Attacks enemies by secreting sticky threads.
The Kindred of Rot are the servants of the Goddess of Rot—servants that have been forsaken.",73,-,"7,789",120,0,10,0,0,0,-20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,200,IMMUNE,IMMUNE,Ashes,0,1,No,138100000,290010,224010,224,132,20,56310
Glintstone Sorcerer Ashes,Glintstone Sorcerer Ashes,#REF!,0,Summons glintstone sorcerer spirit,Glintstone Sorcerer,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a glintstone sorcerer.

Spirit of a Raya Lucaria sorcerer wearing a stone crown.
A scholar of the Olivinus Conspectus, who has mastered the use of the Glintstone Stars sorcery.",49,-,781,100,-10,-10,0,-10,40,20,20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,224,IMMUNE,IMMUNE,Ashes,510,1,No,137021000,290000,218000,218,126,20,56400
Glintstone Sorcerer Ashes +1,Glintstone Sorcerer Ashes,#REF!,1,Summons glintstone sorcerer spirit,Glintstone Sorcerer,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a glintstone sorcerer.

Spirit of a Raya Lucaria sorcerer wearing a stone crown.
A scholar of the Olivinus Conspectus, who has mastered the use of the Glintstone Stars sorcery.",49,-,"1,000",102,-10,-10,0,-10,40,20,20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,227,IMMUNE,IMMUNE,Ashes,714,1,No,137021000,290001,218001,218,126,20,56401
Glintstone Sorcerer Ashes +2,Glintstone Sorcerer Ashes,#REF!,2,Summons glintstone sorcerer spirit,Glintstone Sorcerer,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a glintstone sorcerer.

Spirit of a Raya Lucaria sorcerer wearing a stone crown.
A scholar of the Olivinus Conspectus, who has mastered the use of the Glintstone Stars sorcery.",49,-,"1,416",105,-10,-10,0,-10,40,20,20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,231,IMMUNE,IMMUNE,Ashes,918,1,No,137021000,290002,218002,218,126,20,56402
Glintstone Sorcerer Ashes +3,Glintstone Sorcerer Ashes,#REF!,3,Summons glintstone sorcerer spirit,Glintstone Sorcerer,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a glintstone sorcerer.

Spirit of a Raya Lucaria sorcerer wearing a stone crown.
A scholar of the Olivinus Conspectus, who has mastered the use of the Glintstone Stars sorcery.",49,-,"1,770",107,-10,-10,0,-10,40,20,20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,235,IMMUNE,IMMUNE,Ashes,1122,1,No,137021000,290003,218003,218,126,20,56403
